sample,G|Bradyrhizobium,G|Rhodopseudomonas,G|Bosea,G|Nitrobacter,G|Variibacter,G|Afipia,G|Oligotropha,G|Rhizobium,G|Agrobacterium,G|Neorhizobium,G|Sinorhizobium,G|Ensifer,G|Shinella,G|Liberibacter,G|Methylobacterium,G|Microvirga,G|Methylorubrum,G|Rhodoplanes,G|Devosia,G|Hyphomicrobium,G|Blastochloris,G|Rhodomicrobium,G|Pelagibacterium,G|Filomicrobium,G|Maritalea,G|Mesorhizobium,G|Aminobacter,G|Nitratireductor,G|Chelativorans,G|Pseudolabrys,G|Starkeya,G|Azorhizobium,G|Xanthobacter,G|Pseudorhodoplanes,G|Methyloceanibacter,G|Hartmannibacter,G|Chelatococcus,G|Methylocystis,G|Methylosinus,G|Martelella,G|Aureimonas,G|Parvibaculum,G|Candidatus Phaeomarinobacter,G|Breoghania,G|Methylocella,G|Beijerinckia,G|Brucella,G|Bartonella,G|Sphingomonas,G|Sphingopyxis,G|Sphingobium,G|Novosphingobium,G|Rhizorhabdus,G|Sphingorhabdus,G|Zymomonas,G|Altererythrobacter,G|Erythrobacter,G|Porphyrobacter,G|Croceicoccus,G|Brevundimonas,G|Caulobacter,G|Phenylobacterium,G|Asticcacaulis,G|Azospirillum,G|Magnetospirillum,G|Rhodospirillum,G|Tistrella,G|Nitrospirillum,G|Pararhodospirillum,G|Niveispirillum,G|Magnetospira,G|Thalassospira,G|Roseomonas,G|Acidiphilium,G|Komagataeibacter,G|Acidisphaera,G|Acetobacter,G|Parasaccharibacter,G|Paracoccus,G|Rhodobacter,G|Celeribacter,G|Rhodovulum,G|Yangia,G|Sulfitobacter,G|Phaeobacter,G|Sagittula,G|Salipiger,G|Ruegeria,G|Defluviimonas,G|Brevirhabdus,G|Pelagibaca,G|Marinovum,G|Confluentimicrobium,G|Gemmobacter,G|Octadecabacter,G|Rhodobaca,G|Hyphomonas,G|Maricaulis,G|Hirschia,G|Phreatobacter,G|Polymorphum,G|Micavibrio,G|Candidatus Puniceispirillum,G|Rickettsia,G|Candidatus Phycorickettsia,G|Wolbachia,G|Ehrlichia,G|Anaplasma,G|Neorickettsia,G|Candidatus Midichloria,G|Candidatus Fokinia,G|Parvularcula,G|Candidatus Pelagibacter,G|Candidatus Fonsibacter,G|Candidatus Paracaedibacter,G|Candidatus Nucleicultrix,G|Magnetococcus,G|Acinetobacter,G|Moraxella,G|Psychrobacter,G|Pseudomonas,G|Azotobacter,G|Lysobacter,G|Stenotrophomonas,G|Xanthomonas,G|Pseudoxanthomonas,G|Luteimonas,G|Xylella,G|Dyella,G|Dokdonella,G|Rhodanobacter,G|Luteibacter,G|Ahniella,G|Frateuria,G|Enterobacter,G|Klebsiella,G|Citrobacter,G|Candidatus Blochmannia,G|Candidatus Purcelliella,G|Candidatus Gullanella,G|Salmonella,G|Escherichia,G|Kosakonia,G|Candidatus Moranella,G|Serratia,G|Yersinia,G|Candidatus Fukatsuia,G|Sodalis,G|Pantoea,G|Erwinia,G|Buchnera,G|Wigglesworthia,G|Edwardsiella,G|Morganella,G|Xenorhabdus,G|Providencia,G|Proteus,G|Thioalkalivibrio,G|Acidihalobacter,G|Halorhodospira,G|Alkalilimnicola,G|Spiribacter,G|Thioflavicoccus,G|Marichromatium,G|Thiodictyon,G|Allochromatium,G|Nitrosococcus,G|Candidatus Nitrosoglobus,G|Wenzhouxiangella,G|Halothiobacillus,G|Woeseia,G|Granulosicoccus,G|Halomonas,G|Alcanivorax,G|Ketobacter,G|Marinomonas,G|Thalassolituus,G|Saccharospirillum,G|Gynuella,G|Kangiella,G|Sulfurifustis,G|Sulfuricaulis,G|Acidiferrobacter,G|Solimonas,G|Steroidobacter,G|Methylocaldum,G|Methylomicrobium,G|Methylomonas,G|Methylococcus,G|Aeromonas,G|Zobellella,G|Oceanisphaera,G|Marinobacter,G|Alteromonas,G|Glaciecola,G|Agarivorans,G|Shewanella,G|Idiomarina,G|Colwellia,G|Thalassotalea,G|Thiohalobacter,G|Sedimenticola,G|Cellvibrio,G|Microbulbifer,G|Halioglobus,G|Congregibacter,G|Zhongshania,G|Spongiibacter,G|Immundisolibacter,G|Vibrio,G|Photobacterium,G|Legionella,G|Coxiella,G|Methylophaga,G|Thiomicrospira,G|Hydrogenovibrio,G|Francisella,G|Allofrancisella,G|Beggiatoa,G|Haemophilus,G|Aggregatibacter,G|Glaesserella,G|Dichelobacter,G|Burkholderia,G|Cupriavidus,G|Paraburkholderia,G|Ralstonia,G|Pandoraea,G|Variovorax,G|Ramlibacter,G|Acidovorax,G|Hydrogenophaga,G|Delftia,G|Rhodoferax,G|Comamonas,G|Polaromonas,G|Melaminivora,G|Alicycliphilus,G|Ottowia,G|Candidatus Symbiobacter,G|Rubrivivax,G|Rhizobacter,G|Methylibium,G|Thiomonas,G|Leptothrix,G|Mitsuaria,G|Aquabacterium,G|Paucibacter,G|Bordetella,G|Achromobacter,G|Advenella,G|Oligella,G|Massilia,G|Herbaspirillum,G|Janthinobacterium,G|Collimonas,G|Azoarcus,G|Thauera,G|Aromatoleum,G|Azospira,G|Dechloromonas,G|Chromobacterium,G|Jeongeupia,G|Laribacter,G|Neisseria,G|Vitreoscilla,G|Eikenella,G|Candidatus Accumulibacter,G|Candidatus Kinetoplastibacterium,G|Candidatus Tremblaya,G|Sulfuritalea,G|Methyloversatilis,G|Thiobacillus,G|Ferriphaselus,G|Sulfuriferula,G|Gallionella,G|Nitrosospira,G|Nitrosomonas,G|Methylophilus,G|Methylotenera,G|Myxococcus,G|Corallococcus,G|Archangium,G|Cystobacter,G|Stigmatella,G|Melittangium,G|Anaeromyxobacter,G|Vulgatibacter,G|Sorangium,G|Chondromyces,G|Pajaroellobacter,G|Sandaracinus,G|Haliangium,G|Geobacter,G|Geoalkalibacter,G|Desulfuromonas,G|Pelobacter,G|Desulfovibrio,G|Pseudodesulfovibrio,G|Lawsonia,G|Desulfohalobium,G|Desulfococcus,G|Desulfatibacillum,G|Desulfobacula,G|Desulfobulbus,G|Desulfurivibrio,G|Desulfotalea,G|Desulfocapsa,G|Syntrophobacter,G|Syntrophus,G|Desulfomonile,G|Desulfobacca,G|Desulfurella,G|Hippea,G|Candidatus Desulfofervidus,G|Candidatus Babela,G|Helicobacter,G|Sulfuricurvum,G|Sulfurimonas,G|Campylobacter,G|Nitratifractor,G|Nitratiruptor,G|Nautilia,G|Acidithiobacillus,G|Bdellovibrio,G|Mariprofundus,G|Streptomyces,G|Kitasatospora,G|Streptacidiphilus,G|Mycolicibacterium,G|Mycobacterium,G|Mycobacteroides,G|Mycolicibacter,G|Rhodococcus,G|Nocardia,G|Corynebacterium,G|Gordonia,G|Dietzia,G|Tsukamurella,G|Segniliparus,G|Microbacterium,G|Agromyces,G|Leifsonia,G|Agrococcus,G|Clavibacter,G|Curtobacterium,G|Cryobacterium,G|Frondihabitans,G|Microterricola,G|Rathayibacter,G|Microcella,G|Rhodoluna,G|Arthrobacter,G|Kocuria,G|Pseudarthrobacter,G|Sinomonas,G|Micrococcus,G|Glutamicibacter,G|Rothia,G|Auritidibacter,G|Phycicoccus,G|Intrasporangium,G|Ornithinimicrobium,G|Arsenicicoccus,G|Janibacter,G|Serinicoccus,G|Cellulosimicrobium,G|Isoptericola,G|Xylanimonas,G|Cellulomonas,G|Brachybacterium,G|Luteipulveratus,G|Dermacoccus,G|Kytococcus,G|Beutenbergia,G|Miniimonas,G|Brevibacterium,G|Sanguibacter,G|Austwickia,G|Dermatophilus,G|Jonesia,G|Tropheryma,G|Micromonospora,G|Actinoplanes,G|Plantactinospora,G|Verrucosispora,G|Salinispora,G|Nocardioides,G|Aeromicrobium,G|Pimelobacter,G|Marmoricola,G|Friedmanniella,G|Kribbella,G|Actinopolymorpha,G|Micropruina,G|Tessaracoccus,G|Microlunatus,G|Cutibacterium,G|Auraticoccus,G|Acidipropionibacterium,G|Propionibacterium,G|Propionimicrobium,G|Amycolatopsis,G|Pseudonocardia,G|Saccharomonospora,G|Actinoalloteichus,G|Lentzea,G|Saccharopolyspora,G|Actinosynnema,G|Saccharothrix,G|Kibdelosporangium,G|Allokutzneria,G|Kutzneria,G|Alloactinosynnema,G|Prauserella,G|Streptosporangium,G|Nonomuraea,G|Nocardiopsis,G|Thermobifida,G|Actinomadura,G|Thermomonospora,G|Geodermatophilus,G|Blastococcus,G|Modestobacter,G|Frankia,G|Jiangella,G|Actinomyces,G|Trueperella,G|Mobiluncus,G|Arcanobacterium,G|Bifidobacterium,G|Nakamurella,G|Catenulispora,G|Thermobispora,G|Kineococcus,G|Stackebrandtia,G|Acidothermus,G|Candidatus Nanopelagicus,G|Conexibacter,G|Rubrobacter,G|Olsenella,G|Coriobacterium,G|Gordonibacter,G|Eggerthella,G|Slackia,G|Denitrobacterium,G|Cryptobacterium,G|Phoenicibacter,G|Euzebya,G|Acidimicrobium,G|Bacillus,G|Geobacillus,G|Lysinibacillus,G|Terribacillus,G|Virgibacillus,G|Oceanobacillus,G|Fictibacillus,G|Anoxybacillus,G|Aeribacillus,G|Halobacillus,G|Paenibacillus,G|Thermobacillus,G|Brevibacillus,G|Aneurinibacillus,G|Alicyclobacillus,G|Tumebacillus,G|Planococcus,G|Solibacillus,G|Jeotgalibacillus,G|Staphylococcus,G|Salinicoccus,G|Novibacillus,G|Laceyella,G|Exiguobacterium,G|Gemella,G|Listeria,G|Lactobacillus,G|Pediococcus,G|Streptococcus,G|Lactococcus,G|Enterococcus,G|Leuconostoc,G|Oenococcus,G|Aerococcus,G|Marinilactibacillus,G|Thermaerobacter,G|Mogibacterium,G|Carboxydocella,G|Candidatus Desulforudis,G|Desulfotomaculum,G|Desulfitobacterium,G|Desulfosporosinus,G|Desulfallas,G|Dehalobacterium,G|Dehalobacter,G|Desulfofarcimen,G|Clostridium,G|Alkaliphilus,G|Candidatus Arthromitus,G|Flavonifractor,G|Ethanoligenens,G|Faecalibacterium,G|Ruminococcus,G|Symbiobacterium,G|Lachnoclostridium,G|Roseburia,G|Butyrivibrio,G|Cellulosilyticum,G|Herbinix,G|Anaerotignum,G|Anaerostipes,G|Oscillibacter,G|Intestinimonas,G|Monoglobus,G|Eubacterium,G|Hungateiclostridium,G|Pseudoclostridium,G|Mageeibacillus,G|Fastidiosipila,G|Peptoclostridium,G|Paeniclostridium,G|Clostridioides,G|Syntrophothermus,G|Syntrophomonas,G|Moorella,G|Thermoanaerobacter,G|Tepidanaerobacter,G|Thermanaeromonas,G|Caldanaerobacter,G|Caldicellulosiruptor,G|Thermoanaerobacterium,G|Mahella,G|Thermodesulfobium,G|Halothermothrix,G|Halobacteroides,G|Acetohalobium,G|Selenomonas,G|Megamonas,G|Pelosinus,G|Megasphaera,G|Dialister,G|Negativicoccus,G|Veillonella,G|Acidaminococcus,G|Limnochorda,G|Faecalibaculum,G|Erysipelothrix,G|Turicibacter,G|Anaerococcus,G|Deinococcus,G|Truepera,G|Thermus,G|Marinithermus,G|Synechococcus,G|Leptolyngbya,G|Acaryochloris,G|Pseudanabaena,G|Nostoc,G|Calothrix,G|Scytonema,G|Sphaerospermopsis,G|Raphidiopsis,G|Oscillatoria,G|Geitlerinema,G|Cyanothece,G|Microcoleus,G|Trichodesmium,G|Planktothrix,G|Crinalium,G|Geminocystis,G|Chroococcidiopsis,G|Stanieria,G|Gloeomargarita,G|Sphaerobacter,G|Thermomicrobium,G|Roseiflexus,G|Chloroflexus,G|Candidatus Promineofilum,G|Anaerolinea,G|Brevefilum,G|Caldilinea,G|Dehalogenimonas,G|Dehalococcoides,G|Fimbriimonas,G|Chthonomonas,G|Mycoplasma,G|Spiroplasma,G|Mesoplasma,G|Acholeplasma,G|Thermobaculum,G|Coprothermobacter,G|Gemmatirosa,G|Gemmatimonas,G|Hymenobacter,G|Pontibacter,G|Rufibacter,G|Dyadobacter,G|Spirosoma,G|Runella,G|Cytophaga,G|Chryseolinea,G|Algoriphagus,G|Cyclobacterium,G|Belliella,G|Candidatus Amoebophilus,G|Candidatus Cardinium,G|Persicobacter,G|Flavobacterium,G|Chryseobacterium,G|Gramella,G|Capnocytophaga,G|Elizabethkingia,G|Polaribacter,G|Riemerella,G|Lutibacter,G|Myroides,G|Siansivirga,G|Gilvibacter,G|Fluviicola,G|Owenweeksia,G|Blattabacterium,G|Candidatus Sulcia,G|Ichthyobacterium,G|Niastella,G|Flavisolibacter,G|Pseudoflavitalea,G|Chitinophaga,G|Niabella,G|Filimonas,G|Arachidicoccus,G|Rhodothermus,G|Salinibacter,G|Alistipes,G|Prevotella,G|Bacteroides,G|Tannerella,G|Parabacteroides,G|Fermentimonas,G|Candidatus Azobacteroides,G|Proteiniphilum,G|Muribaculum,G|Draconibacterium,G|Alkalitalea,G|Mucilaginibacter,G|Sphingobacterium,G|Pedobacter,G|Solitalea,G|Haliscomenobacter,G|Saprospira,G|Chlorobium,G|Chloroherpeton,G|Melioribacter,G|Ignavibacterium,G|Fibrobacter,G|Gemmata,G|Planctomyces,G|Pirellula,G|Rubinisphaera,G|Rhodopirellula,G|Thermogutta,G|Planctopirus,G|Fuerstia,G|Paludisphaera,G|Singulisphaera,G|Isosphaera,G|Candidatus Kuenenia,G|Phycisphaera,G|Opitutus,G|Lacunisphaera,G|Ereboglobus,G|Coraliomargarita,G|Verrucomicrobium,G|Akkermansia,G|Methylacidiphilum,G|Candidatus Xiphinematobacter,G|Kiritimatiella,G|Candidatus Protochlamydia,G|Parachlamydia,G|Simkania,G|Waddlia,G|Chlamydia,G|Luteitalea,G|Terriglobus,G|Granulicella,G|Candidatus Koribacter,G|Acidobacterium,G|Candidatus Solibacter,G|Chloracidobacterium,G|Nitrospira,G|Leptospirillum,G|Thermodesulfovibrio,G|Spirochaeta,G|Treponema,G|Sphaerochaeta,G|Sediminispirochaeta,G|Salinispira,G|Turneriella,G|Leptospira,G|Thermanaerovibrio,G|Jonquetella,G|Acetomicrobium,G|Aminobacterium,G|Sulfurihydrogenibium,G|Thermovibrio,G|Thermotoga,G|Pseudothermotoga,G|Thermosipho,G|Fervidobacterium,G|Kosmotoga,G|Mesotoga,G|Fusobacterium,G|Caldithrix,G|Elusimicrobium,G|Dictyoglomus,G|Thermodesulfobacterium,G|Thermodesulfatator,G|Caldimicrobium,G|Desulfurispirillum,G|Denitrovibrio,G|Calditerrivibrio,G|Flexistipes,G|Deferribacter,G|Homo,G|Halobacterium,G|Halalkalicoccus,G|Haloferax,G|Methanosarcina,G|Methanothrix,G|Methanoculleus,G|Methanobacterium,G|Methanobrevibacter,G|Methanomassiliicoccus,G|Nitrososphaera,G|Candidatus Carsonella,G|Mastadenovirus,G|Candidatus Tachikawaea,G|Acetoanaerobium,G|Arcticibacterium
SRR12376372,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.02,0.01,0.0,0.0,0.04,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.03,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.06,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.12,0.0,0.04,0.02,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.02,0.01,0.01,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.02,0.0,0.0,0.03,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.03,0.01,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.0,0.03,0.03,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR13342225,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.18,0.0,0.22,0.01,0.0,0.0,0.07,0.0,0.01,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,1.59,0.0,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.01,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.26,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.0,0.0,0.01,0.0,0.28,0.22,0.0,0.0,0.36,1.33,0.0,0.0,0.65,0.06,0.32,0.2,0.3,0.0,0.03,0.04,0.01,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0.16,0.69,0.0,0.02,0.0,0.05,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.35,0.0,0.43,0.56,0.0,0.0,0.11,0.0,0.01,0.01,0.01,0.75,0.0,0.0,0.11,0.0,0.01,0.18,0.16,0.05,0.02,0.01,0.0,0.02,0.43,0.11,0.52,0.1,0.0,0.0,0.0,0.01,0.0,0.11,0.47,0.03,0.0,2.01,0.0,0.0,0.07,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.02,0.22,0.01,0.0,0.01,0.14,0.02,0.0,0.03,0.0,0.0,3.45,0.0,0.14,0.01,0.0,0.0,0.01,0.0,0.0,0.14,0.02,0.0,0.23,0.0,2.9,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.05,0.02,0.02,0.03,0.06,0.0,0.03,0.03,0.1,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.37,0.01,0.11,0.0,0.02,0.01,0.35,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.17,0.19,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.05,0.01,0.01,0.49,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
