sample,P|Proteobacteria,P|Actinobacteria,P|Firmicutes,P|Deinococcus-Thermus,P|Cyanobacteria,P|Chloroflexi,P|Armatimonadetes,P|Tenericutes,P|Coprothermobacterota,P|Gemmatimonadetes,P|Bacteroidetes,P|Chlorobi,P|Ignavibacteriae,P|Fibrobacteres,P|Planctomycetes,P|Verrucomicrobia,P|Kiritimatiellaeota,P|Lentisphaerae,P|Chlamydiae,P|Acidobacteria,P|Nitrospirae,P|Spirochaetes,P|Synergistetes,P|Aquificae,P|Thermotogae,P|Candidatus Saccharibacteria,P|Candidatus Gracilibacteria,P|Fusobacteria,P|Calditrichaeota,P|Elusimicrobia,P|Dictyoglomi,P|Thermodesulfobacteria,P|Chrysiogenetes,P|Deferribacteres,P|Chordata,P|Euryarchaeota,P|Thaumarchaeota
SRR26201961,0.19809881469311114,0.05609670226499238,0.08966083792982045,0.02910456519187889,0.015843210890740526,0.029573993662715646,0.0009388569416735126,0.013613425654265932,0.0,0.004107499119821618,0.036145992254430236,0.0003520713531275672,0.0,0.00011735711770918907,0.35934749442553693,0.07147048468489614,0.0003520713531275672,0.00023471423541837814,0.010210069240699449,0.05081563196807887,0.0032859992958572943,0.0011735711770918908,0.00023471423541837814,0.00023471423541837814,0.0014082854125102688,0.02030278136368971,0.0018777138833470251,0.0,0.0,0.0014082854125102688,0.00023471423541837814,0.00011735711770918907,0.0,0.0008214998239643236,0.0028165708250205376,0.0,0.0
SRR33853917,0.42175066312997356,0.41909814323607436,0.02387267904509284,0.003978779840848806,0.003978779840848806,0.0026525198938992045,0.0,0.0,0.0,0.007957559681697613,0.006631299734748012,0.0,0.0,0.0,0.014588859416445625,0.003978779840848806,0.0,0.0,0.0,0.007957559681697613,0.0013262599469496023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06763925729442971,0.003978779840848806,0.010610079575596818
SRR33963317,0.5284552845528456,0.3929539295392954,0.013550135501355016,0.0040650406504065045,0.0040650406504065045,0.002710027100271003,0.0,0.0,0.0,0.0040650406504065045,0.008130081300813009,0.0,0.0,0.0,0.014905149051490516,0.0040650406504065045,0.0,0.0,0.0,0.012195121951219513,0.0013550135501355016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006775067750677508,0.002710027100271003,0.0
SRR33963318,0.3541266794625721,0.5662188099808064,0.029750479846449147,0.004798464491362766,0.0028790786948176593,0.0038387715930902127,0.0,0.0,0.0,0.0028790786948176593,0.010556621880998084,0.0009596928982725532,0.0,0.0,0.006717850287907872,0.0019193857965451064,0.0,0.0,0.0,0.0028790786948176593,0.0009596928982725532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028790786948176593,0.008637236084452977,0.0
SRR33963319,0.4628687690742625,0.4526958290946084,0.01932858596134283,0.004069175991861649,0.0030518819938962364,0.005086469989827061,0.0,0.0,0.0,0.0030518819938962364,0.008138351983723298,0.0010172939979654122,0.0,0.0,0.00915564598168871,0.0030518819938962364,0.0,0.0,0.0,0.005086469989827061,0.0010172939979654122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016276703967446595,0.006103763987792473,0.0
SRR33963320,0.546091015169195,0.37572928821470264,0.02100350058343058,0.003500583430571763,0.0023337222870478424,0.003500583430571763,0.0,0.0,0.0,0.0023337222870478424,0.01050175029171529,0.0011668611435239212,0.0,0.0,0.00933488914819137,0.0023337222870478424,0.0,0.0,0.0,0.005834305717619606,0.0011668611435239212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004667444574095685,0.01050175029171529,0.0
SRR33963321,0.3706293706293707,0.5184815184815186,0.05294705294705296,0.003996003996003997,0.0019980019980019984,0.0019980019980019984,0.0,0.0,0.0,0.0009990009990009992,0.014985014985014988,0.0009990009990009992,0.0,0.0,0.003996003996003997,0.0009990009990009992,0.0,0.0,0.0,0.0009990009990009992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004995004995004996,0.020979020979020983,0.0009990009990009992
SRR33963322,0.4194285714285713,0.43542857142857133,0.02971428571428571,0.003428571428571428,0.003428571428571428,0.003428571428571428,0.0,0.0,0.0,0.004571428571428571,0.007999999999999998,0.0011428571428571427,0.0,0.0,0.012571428571428568,0.003428571428571428,0.0,0.0,0.0,0.005714285714285713,0.0011428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06171428571428571,0.005714285714285713,0.0011428571428571427
SRR33963323,0.458005249343832,0.43569553805774275,0.013123359580052493,0.003937007874015748,0.006561679790026247,0.003937007874015748,0.0,0.0,0.0,0.005249343832020997,0.006561679790026247,0.0,0.0,0.0,0.014435695538057743,0.003937007874015748,0.0,0.0,0.0,0.007874015748031496,0.0013123359580052493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03412073490813648,0.003937007874015748,0.0013123359580052493
SRR33963324,0.4151351351351352,0.44648648648648653,0.047567567567567574,0.004324324324324325,0.003243243243243244,0.004324324324324325,0.0,0.0,0.0,0.005405405405405407,0.014054054054054058,0.0010810810810810813,0.0,0.0,0.010810810810810813,0.003243243243243244,0.0,0.0,0.0,0.005405405405405407,0.0010810810810810813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028108108108108116,0.00864864864864865,0.0010810810810810813
